entity_type,id,name,slug,main_category,secondary_categories,short_description,full_description,city,country,address,latitude,longitude,google_maps_url,instagram_url,facebook_url,website_url,whatsapp,phone,opening_hours,payment_methods,parking_info,has_air_conditioning,has_restroom,sells_wholesale,ships_to_brazil,warranty_info,recommended_products,brands,tags,frontier_score,price_score,trust_score,variety_score,service_score,warranty_score,location_score,parking_score,wholesale_score,review_summary,frontier_note,is_featured,is_partner,is_premium,status,last_verified_at
stores,store-magnum-comunicacao,Magnum Comunicação,magnum-comunicacao,tecnologia,,"Loja de Comunicação e Segurança listada no Compras Paraguai, com ficha automatizada para revisão editorial do Frontier Atlas.","Desde 2008 no mercado paraguaio, a Magnum Comunição é especializada em produtos para comunicação em geral como, radio amadores, px, ht, naúticos, áereos e acessórios.

Ao passar dos anos sentindo a necessidade de nossos clientes expandimos nossa gama de produtos, que hoje são muito mais variados e vão desde cftv, cameras e dvr, até mesmo componentes de informática entre outros.",Ciudad del Este,Paraguai,Shopping Internacional - 1° andar - loja sala 18 - Ciudad del Este,-25.511525,-54.608404,"https://maps.google.com/?q=-25.511525,-54.608404",,https://www.facebook.com/Magnum-Comunica%C3%A7%C3%A3o-447727059300352/,http://www.magnumcomunicacao.com.py/,595992909387,+5504135421298,,,to_verify,to_verify,to_verify,to_verify,to_verify,,Vigilância e Segurança,,compras-paraguai,,,,,,,,,,"23 avaliações visíveis no Compras Paraguai, aprovação visual de 98%.","Importado automaticamente do Compras Paraguai em 2026-06-28. Revisar contato, política comercial e consistência editorial antes de publicar.",FALSE,FALSE,FALSE,draft,2026-06-28T22:04:40.167Z
stores,store-aroma-store-sa,Aroma Store S.A,aroma-store-sa,perfumes,,"Loja de Perfumes, Beleza e Bolsas listada no Compras Paraguai, com ficha automatizada para revisão editorial do Frontier Atlas.","A Aroma Store é especializada na área de beleza, obtendo as melhores marcas de cosméticos e perfumaria. Vale a pena visitar!",Ciudad del Este,Paraguai,Galeria Jebai Center - 1° andar - loja Sala 3060 - Ciudad del Este,-25.510121,-54.609901,"https://maps.google.com/?q=-25.510121,-54.609901",https://www.instagram.com/aromastorepy/,https://www.facebook.com/AromaStoreSA/,http://www.aromastore.com.br/listas/txt,595985506010,+595973542139,De Segunda a Sábado das 07:30 - 16:00,Cartão,to_verify,to_verify,to_verify,to_verify,to_verify,,"Cosmético,Maquiagem",,"compras-paraguai,aceita-cartao",,,,,,,,,,"137 avaliações visíveis no Compras Paraguai, aprovação visual de 92%.","Importado automaticamente do Compras Paraguai em 2026-06-28. Revisar contato, política comercial e consistência editorial antes de publicar.",FALSE,FALSE,FALSE,draft,2026-06-28T22:04:40.167Z
stores,store-casa-angela,Casa Angela,casa-angela,moda,,"Loja de Roupas, Jóias e Bijuterias listada no Compras Paraguai, com ficha automatizada para revisão editorial do Frontier Atlas.","A Casa Angela é especializada na área roupas, tênis e acessórios esportivos, trabalhando sempre com as melhores marcas do mercado. Vale a pena visistar!",Ciudad del Este,Paraguai,Galeria Jebai Center - 3° andar - loja Sala 3230 - Ciudad del Este,-25.509991,-54.609457,"https://maps.google.com/?q=-25.509991,-54.609457",https://www.instagram.com/explore/locations/1309760995714813/casa-angela-paris/,https://www.facebook.com/casaangela/,https://www.casaangela.com.py/,595994980901,+595994980901,De Segunda a Sábado das 07:30 - 16:00,Cartão,to_verify,to_verify,to_verify,to_verify,to_verify,,,,"compras-paraguai,aceita-cartao",,,,,,,,,,"50 avaliações visíveis no Compras Paraguai, aprovação visual de 72%.","Importado automaticamente do Compras Paraguai em 2026-06-28. Revisar contato, política comercial e consistência editorial antes de publicar.",FALSE,FALSE,FALSE,draft,2026-06-28T22:04:40.167Z
stores,store-dac-pneus,DAC Pneus,dac-pneus,estacionamento,,"Loja de Pneus listada no Compras Paraguai, com ficha automatizada para revisão editorial do Frontier Atlas.","Somos uma empresa especialista em venda de pneus, com experiência na área há mais de 35 anos, estamos localizados em Ciudad del Este, 2 lojas e uma filial em Fernando de la Mora próximo a Asunción. DAC NEUMATICOS esta preparada para atender todas e quaisquer necessidades dos nossos clientes, somo representantes oficial da CONTINENTAL, além de uma alta gama de pneus chineses. Desde 1986 trabalhamos com um único objetivo, a satisfação dos nossos clientes.",Ciudad del Este,Paraguai,Rua Camilo Recalde com Concejal Aniceto Ruiz - Ciudad del Este,-25.508329,-54.611032,"https://maps.google.com/?q=-25.508329,-54.611032",https://www.instagram.com/dannaautocenter/?hl=pt-br,https://www.facebook.com/DannaAutoCenter/?ref=br_rs,https://www.dannaautocenter.com/,595974527122,,De Segunda a Sábado das 07:00 - 16:00,Cartão,Compras Paraguai indica disponibilidade de estacionamento; validar detalhes no local.,to_verify,TRUE,to_verify,to_verify,Garantia em todos os produtos,Pneu,,"compras-paraguai,estacionamento,bebedouro,banheiro,area-de-lazer,possui-internet-no-local,aceita-cartao",,,,,,,,,,"177 avaliações visíveis no Compras Paraguai, aprovação visual de 90%.","Importado automaticamente do Compras Paraguai em 2026-06-28. Revisar contato, política comercial e consistência editorial antes de publicar.",FALSE,FALSE,FALSE,draft,2026-06-28T22:04:40.167Z
stores,store-gs-mall,GS Mall,gs-mall,tecnologia,moda,"Loja de Eletrônicos listada no Compras Paraguai, com ficha automatizada para revisão editorial do Frontier Atlas.","GS Mall aparece no Compras Paraguai com categorias, contatos e dados operacionais que ainda devem passar por curadoria do Frontier Atlas.",Ciudad del Este,Paraguai,Shopping Box Outlet - 1° andar - loja Sala 067/068 - Ciudad del Este,-25.509959,-54.606558,"https://maps.google.com/?q=-25.509959,-54.606558",,,https://gsmallpy.com/,595993573199,+595993644010,,,to_verify,to_verify,to_verify,to_verify,to_verify,,"GPS,Relógio",,"compras-paraguai,moda",,,,,,,,,,"12 avaliações visíveis no Compras Paraguai, aprovação visual de 96%.","Importado automaticamente do Compras Paraguai em 2026-06-28. Revisar contato, política comercial e consistência editorial antes de publicar.",FALSE,FALSE,FALSE,draft,2026-06-28T22:04:40.167Z
stores,store-rio-parana-importadora,Rio Parana Importadora,rio-parana-importadora,tecnologia,"casa,moda","Loja de Eletrônicos listada no Compras Paraguai, com ficha automatizada para revisão editorial do Frontier Atlas.","A rio paraná importadora é uma loja especializada em ar condicionado, com uma história de 30 anos somos representante oficial das marcas tlc e gree no Paraguai, distribuímos as melhores marcas no atacado e no varejo. Sempre atentos aos lançamentos para disponibilizar os melhores produtos aos nossos clientes.",Ciudad del Este,Paraguai,Rua Regimento Piribebuy - Ciudad del Este,-25.510006,-54.609468,"https://maps.google.com/?q=-25.510006,-54.609468",,https://www.facebook.com/rioparanaimportadora,http://www.atacadorioparana.com.br/listas/txt,595973211111,+595973211111,,,to_verify,to_verify,to_verify,to_verify,to_verify,,"Ar Condicionado,Eletrodomésticos,TV,Celular,Caixa de Som,Tablet,Relógio",,"compras-paraguai,casa,moda",,,,,,,,,,"55 avaliações visíveis no Compras Paraguai, aprovação visual de 98%.","Importado automaticamente do Compras Paraguai em 2026-06-28. Revisar contato, política comercial e consistência editorial antes de publicar.",FALSE,FALSE,FALSE,draft,2026-06-28T22:04:40.167Z
stores,store-mundo-aquatico,Mundo Aquático,mundo-aquatico,tecnologia,,"Loja de Pesca e Náutica listada no Compras Paraguai, com ficha automatizada para revisão editorial do Frontier Atlas.","Fundada em 1994 em Ciudad Del Este, Paraguai, o Mundo Aquático resolveu inovar. Agora situa-se em um novo local, um ambiente amplo e exclusivamente desenvolvido de aquarista para aquarista, oferencendo para o cliente uma equipe de profissionais especializados e equipamentos exclusivos com importação própria, logo os melhores preços. Uma grande variedade em produtos para todos os tipos de aquários sendo eles de água doce ou marinha ou aquário plantado. Temos preços especiais para lojistas. A harmonia das cores, o movimento e as formas únicas são motivos pelo qual este hobby se destaca em ser o mais belo e conhecido do mundo. Venha conhecer e usufruir desse incrível espaço.",Ciudad del Este,Paraguai,Galeria Antonio - Térreo - Ciudad del Este,-25.510516,-54.607897,"https://maps.google.com/?q=-25.510516,-54.607897",,https://www.facebook.com/mundoaquaticom,http://www.mundoaquaticopy.com.br/br,,+59561518417,De Segunda a Sábado das 07:00 - 16:00,,to_verify,to_verify,to_verify,to_verify,to_verify,,Aquarismo,,compras-paraguai,,,,,,,,,,"109 avaliações visíveis no Compras Paraguai, aprovação visual de 88%.","Importado automaticamente do Compras Paraguai em 2026-06-28. Revisar contato, política comercial e consistência editorial antes de publicar.",FALSE,FALSE,FALSE,draft,2026-06-28T22:04:40.167Z
stores,store-king-parts,King Parts,king-parts,tecnologia,,"Loja de Peças para Celular e Notebook listada no Compras Paraguai, com ficha automatizada para revisão editorial do Frontier Atlas.","Fundada em 2014, com o objetivo de providenciar acessorios para celulares e peças para assistência tecnica de celulares e console com alta qualidade a King Parts hoje é referencia no segmento.

Devido a transparencia nas negociações e a qualidade dos nossos produtos a King Parts se tornou a maior distribuidora de peças para celulares e games do Mercosul.",Ciudad del Este,Paraguai,Galeria Jebai Center - 4° andar - Ciudad del Este,-25.510649,-54.610054,"https://maps.google.com/?q=-25.510649,-54.610054",https://www.instagram.com/kingpartsoficial/,https://www.facebook.com/kingpartspy,http://www.kingparts.com/,595984698311,+59561502873,De Segunda a Sexta das 07:00 - 16:30 | Sábado das 06:00 - 15:00,,to_verify,to_verify,TRUE,to_verify,to_verify,"PRODUTOS COM 100 DIAS DE GARANTIA

- Dentro do prazo de garantia, realizamos a troca imediata do seu produto, desde que esteja de acordo com os termos de garantia.- Se não houver a mercadoria em estoque será feita a devolução do valor do produto.OBS. Só será devolvido o dinheiro ou gerado credito caso não tenha o produto em estoque.

TERMOS DE GARANTIAProduto perde a garantia quando:

- Estejam fora do prazo da garantia- Sem película protetora- Sem o nosso selo de garantia- Quebrado ou batido- Riscado ou com mau uso- Usado ou com marcas de instalação- Com flex, quebrado, rasgado ou amassado- Molhado, oxidado ou sujo- Sem nota de compras

30 DIAS DE GARANTIA DE ASSISTÊNCIA TÉCNICA-TERMOS DE GARANTIA DE ASSISTÊNCIA TÉCNICA

Prazo de garantia de 30 dias após a compra- Garantia apenas de conserto (não realizamos trocas nem devoluções)- Tempo de devoluções do produto na garantia é de 3 a 10 dias úteis

De acordo com as regras de compras e garantia, a garantia não será fornecida nos casos:- Fora do prazo de garantia- Sem nota de compra- Mau uso- Riscado, quebrado, danos por queda- Molhado- Erro em iTunes ou iCloud bloqueado- Selo violado ou ausência do mesmo",Celular,,"compras-paraguai,bebedouro,banheiro,possui-internet-no-local",,,,,,,,,,"120 avaliações visíveis no Compras Paraguai, aprovação visual de 86%.","Importado automaticamente do Compras Paraguai em 2026-06-28. Revisar contato, política comercial e consistência editorial antes de publicar.",FALSE,FALSE,FALSE,draft,2026-06-28T22:04:40.167Z
stores,store-epic-importados,Epic Importados,epic-importados,tecnologia,,"Loja de Eletrônicos listada no Compras Paraguai, com ficha automatizada para revisão editorial do Frontier Atlas.","Epic Importados aparece no Compras Paraguai com categorias, contatos e dados operacionais que ainda devem passar por curadoria do Frontier Atlas.",Ciudad del Este,Paraguai,Shopping Uniamerica - Ciudad del Este,-25.509996,-54.609089,"https://maps.google.com/?q=-25.509996,-54.609089",,,,595982335416,,,,to_verify,to_verify,to_verify,to_verify,to_verify,,,,compras-paraguai,,,,,,,,,,"227 avaliações visíveis no Compras Paraguai, aprovação visual de 100%.","Importado automaticamente do Compras Paraguai em 2026-06-28. Revisar contato, política comercial e consistência editorial antes de publicar.",FALSE,FALSE,FALSE,draft,2026-06-28T22:04:40.167Z
stores,store-genove,Genove,genove,tecnologia,,"Loja de Eletrônicos listada no Compras Paraguai, com ficha automatizada para revisão editorial do Frontier Atlas.",Distribuem e vendem produtos das mais renomadas marcas mundiais no setor de Celulares/Smartphones e Eletrônicos em geral.São referência em produtos da marca XIAOMI.,Ciudad del Este,Paraguai,Galeria Hijazi Center - Ciudad del Este,-25.511316,-54.610081,"https://maps.google.com/?q=-25.511316,-54.610081",,,https://www.genove.com.py/,595981501335,,,,to_verify,to_verify,to_verify,to_verify,to_verify,Para termos de garantia consulte o seu vendedor...,,,compras-paraguai,,,,,,,,,,"46 avaliações visíveis no Compras Paraguai, aprovação visual de 86%.","Importado automaticamente do Compras Paraguai em 2026-06-28. Revisar contato, política comercial e consistência editorial antes de publicar.",FALSE,FALSE,FALSE,draft,2026-06-28T22:04:40.167Z
stores,store-radio-nautica,Radio Nautica,radio-nautica,tecnologia,automotivo,"Loja de Comunicação e Segurança listada no Compras Paraguai, com ficha automatizada para revisão editorial do Frontier Atlas.","A Rádio Náutica esta no mercado desde Outubro de 2010 e é hoje uma das maiores e mais completas lojas do setor náutico do Paraguai. Oferecendo uma ampla variedade de produtos, a Radio Nautica mantém sintonia com o que há de melhor no mercado náuticocom parcerias expressivas com empresas nacionais e internacionais do setor. Temos uma equipe expecializada no atendimento online atraves de nosso website, telefones e midias socias,proporcionando assim maior proximidade e agilidade na comunicação com nossos clientes.",Ciudad del Este,Paraguai,Shopping Internacional - 1° andar - Ciudad del Este,-25.511315,-54.608636,"https://maps.google.com/?q=-25.511315,-54.608636",,https://www.facebook.com/radionauticapy/,http://www.radionautica.com/lista-de-precos.html,554599086842,+59561512014,De Segunda a Sábado das 07:00 - 16:00,,to_verify,to_verify,to_verify,to_verify,to_verify,,"Automotivo,Eletrônicos",,"compras-paraguai,automotivo",,,,,,,,,,"28 avaliações visíveis no Compras Paraguai, aprovação visual de 90%.","Importado automaticamente do Compras Paraguai em 2026-06-28. Revisar contato, política comercial e consistência editorial antes de publicar.",FALSE,FALSE,FALSE,draft,2026-06-28T22:04:40.167Z
stores,store-best-shop-paraguai,Best Shop Paraguai,best-shop-paraguai,tecnologia,,"Loja de Eletrônicos listada no Compras Paraguai, com ficha automatizada para revisão editorial do Frontier Atlas.","Best Shop Paraguai aparece no Compras Paraguai com categorias, contatos e dados operacionais que ainda devem passar por curadoria do Frontier Atlas.",Ciudad del Este,Paraguai,Galeria Jebai Center - 3° andar - loja 3257 - Ciudad del Este,-25.510474,-54.609885,"https://maps.google.com/?q=-25.510474,-54.609885",,https://www.facebook.com/BestShopParaguai/,http://www.bestshop.com.py/,595976878000,,,,to_verify,to_verify,to_verify,to_verify,to_verify,,,,compras-paraguai,,,,,,,,,,"115 avaliações visíveis no Compras Paraguai, aprovação visual de 86%.","Importado automaticamente do Compras Paraguai em 2026-06-28. Revisar contato, política comercial e consistência editorial antes de publicar.",FALSE,FALSE,FALSE,draft,2026-06-28T22:04:40.167Z
stores,store-infinity-sport,Infinity Sport,infinity-sport,moda,,"Loja de Roupas, Jóias e Bijuterias listada no Compras Paraguai, com ficha automatizada para revisão editorial do Frontier Atlas.","A Infinity Sport atua a 10 anos no mercado paraguaio, desde 2009 é referência em produtos esportivos, tênis, roupas e acessórios em geral. Trabalha com as melhores marcas do mercado, bom preço e qualidade no atendimento são os diferenciais.",Ciudad del Este,Paraguai,Shopping Bonita Kim - loja 20 - Ciudad del Este,-25.508671,-54.611284,"https://maps.google.com/?q=-25.508671,-54.611284",https://www.instagram.com/infinitysportali/,https://www.facebook.com/infinitysportali,https://www.infinitysport.com.py/,595973832372,+59561514219,De Segunda a Sábado das 07:00 - 16:00 | Domingo das 07:00 - 12:00,,to_verify,to_verify,to_verify,to_verify,to_verify,,Tênis e Calçados,,compras-paraguai,,,,,,,,,,"100 avaliações visíveis no Compras Paraguai, aprovação visual de 82%.","Importado automaticamente do Compras Paraguai em 2026-06-28. Revisar contato, política comercial e consistência editorial antes de publicar.",FALSE,FALSE,FALSE,draft,2026-06-28T22:04:40.167Z